,,,RA +RA -RA,CLR or OVC,Diverse,0 or 5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KDAB 270053Z 04011KT 9SM -RA SCT022 BKN055 BKN100 18/17 A3003 RMK AO2 RAB31 SLP167 P0001 T01780167 $,34.28,-80.57,,BKN,0,0,0,KCDN,5500,30.230314,6,10,9,VFR,South Carolina,,0,,TRUE,TRUE,,,,,,,,BKN,5500,BKN,10000,,,,,,,,,0.01,,,,,,METAR,9
KCYS 270053Z 19006KT 10SM CLR 13/M08 A3004 RMK AO2 SLP149 T01331083,34.18,-79.33,,CLR,0,0,0,KMAO,,30.230314,5,10,8,VFR,South Carolina,,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1868
KFOK 270053Z 36005KT 10SM CLR 02/M11 A3032 RMK AO2 SLP269 T00171106,34,-80.37,,FEW,,0,0,KSMS,3400,30.230314,6,10,8,VFR,South Carolina,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,33
KFOE 270053Z 16007KT 10SM CLR 12/04 A3022 RMK AO2 SLP239 T01220044,32.92,-80.63,,OVC,0,0,0,KRBW,3900,30.188976,7,10,12,VFR,South Carolina,,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,320
KFNT 270053Z 33003KT CLR 02/M08 A3041 RMK AO2 SLP307 T00221083 $,32.98,-81.27,,SCT,0,0,0,KAQX,10000,30.159449,7,10,13,VFR,South Carolina,,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,233
KFNB 270053Z AUTO 14008KT 10SM FEW065 13/06 A3020 RMK AO2 SLP229 T01280056,33.72,-79.85,,SCT,0,0,0,KCKI,4800,30.221457,6,10,10,VFR,South Carolina,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,300
KFMY 270053Z 29009KT 10SM CLR 22/17 A3001 RMK AO2 SLP163 T02170172,34.98,-81.05,,BKN,20,5,0,KUZA,6000,30.230314,3.9,10,9.4,VFR,South Carolina,,6,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,4
KFMN 270053Z 34005KT 10SM FEW120 19/M07 A3005 RMK AO2 SLP152 T01891067,34.67,-82.88,,BKN,90,5,0,KCEU,4900,30.221457,5,10,11.7,VFR,South Carolina,,7,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1685
KFLO 270053Z 03005KT 10SM FEW055 10/06 A3022 RMK AO2 SLP232 T01000061,34.78,-81.2,,CLR,10,5,0,KDCM,,30.230314,6,10,8,VFR,South Carolina,,3,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,44
KDMO 270053Z AUTO 12005KT 10SM CLR 11/02 A3031 RMK AO2 SLP267 T01060022,33.82,-78.72,,CLR,30,5,0,KCRE,,30.221457,3.3,10,10,VFR,South Carolina,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,274
KDMN 270053Z AUTO 23005KT 10SM CLR 26/M08 A3004 RMK AO2 SLP113 T02561083,32.7,-80,,CLR,60,5,0,KJZI,,30.188976,8,10,10,VFR,South Carolina,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1311
KDLS 270053Z AUTO 10005KT 10SM CLR 15/M01 A2996 RMK AO2 SLP145 T01501006,34.32,-81.63,,CLR,70,5,0,KEOE,,30.239174,7,10,10,VFR,South Carolina,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,71
KDLN 270053Z AUTO 21015KT 10SM BKN110 09/M01 A2992 RMK AO2 SLP123 T00891011,34.18,-79.73,,FEW,30,5,0,KFLO,5500,30.221457,6.1,10,10,VFR,South Carolina,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1591
KDKK 270053Z AUTO 00000KT 10SM CLR M02/M11 A3042 RMK AO2 SLP310 T10221111,33.32,-79.32,,OVC,10,5,0,KGGE,4800,30.209646,7,10,12,VFR,South Carolina,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,202
KMGW 270053Z 01004KT 10SM CLR 04/M12 A3034 RMK AO2 SLP285 T00391122,34.92,-81.93,,OVC,20,5,0,KSPA,6000,30.221457,5,10,11,VFR,South Carolina,,7,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,378
KMGM 270053Z 35004KT 10SM OVC046 13/07 A3017 RMK AO2 SLP217 T01330067,33.07,-80.28,,OVC,20,5,0,KDYB,4200,30.200787,6,10,12,VFR,South Carolina,,7,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,63
KMFR 270053Z 01007KT 10SM FEW050 SCT120 15/01 A2987 RMK AO2 SLP115 T01500011,34.72,-80.85,,OVC,30,5,0,KLKR,5500,30.221457,8,10,10,VFR,South Carolina,,3,,TRUE,,,,,,,,,SCT,12000,,,,,,,,,,,,,,,,,METAR,396
KMFE 270053Z 09010KT 10SM SCT012 OVC049 22/20 A3019 RMK AO2 SLP223 T02170200,33.18,-80.03,,OVC,30,5,0,KMKS,4100,30.200787,7,10,13,VFR,South Carolina,,4,,TRUE,,,,,,,,,OVC,4900,,,,,,,,,,,,,,,,,METAR,38
KMDW 270053Z 11006KT 10SM FEW020 BKN250 04/M13 A3039 RMK AO2 SLP302 FU FEW020 T00391133,33.58,-80.22,,OVC,30,5,0,KMNI,4300,30.209646,6,10,11,VFR,South Carolina,,4,,TRUE,,,,,,,,,BKN,25000,,,,,,,,,,,,,,,,,METAR,188
KMCW 270053Z AUTO 17009KT 10SM FEW035 OVC055 08/04 A3023 RMK AO2 SLP244 T00780039,34.72,-79.95,,OVC,40,5,0,KCQW,6000,30.230314,3,10,11,VFR,South Carolina,,7,TRUE,TRUE,,,,,,,,,OVC,5500,,,,,,,,,,,,,,,,,METAR,369
KMCO 270053Z 04009KT 10SM FEW060 FEW095 19/14 A3003 RMK AO2 SLP167 T01940144,33.97,-81,,OVC,70,5,0,KCUB,7500,30.230314,4.4,10,13.3,VFR,South Carolina,,4,,TRUE,,,,,,,,,FEW,9500,,,,,,,,,,,,,,,,,METAR,29
KMCN 270053Z AUTO 07009KT 10SM BKN075 OVC090 15/11 A3012 RMK AO2 SLP196 T01500106,34.5,-81.95,,OVC,80,5,0,KLUX,5500,30.209646,6,10,11,VFR,South Carolina,,3,TRUE,TRUE,,,,,,,,,OVC,9000,,,,,,,,,,,,,,,,,METAR,109
KMCK 270053Z AUTO 18009KT 10SM CLR 16/07 A3005 RMK AO2 SLP184 T01560067,34.82,-82.7,,OVC,80,5,0,KLQK,4200,30.200787,6.2,10,10.8,VFR,South Carolina,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,782
KMCI 270053Z 14007KT 10SM SCT170 11/03 A3025 RMK AO2 SLP247 T01110033 $,34.62,-79.73,,SCT,20,5,0,KBBP,6000,30.230314,4,10,9,VFR,South Carolina,,4,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,320
KMCE 270053Z AUTO 02005KT 10SM BKN100 18/11 A2993 RMK AO2 SLP135 T01830106,34.32,-81.12,,SCT,110,5,0,KFDW,5500,30.209646,6,10,10,VFR,South Carolina,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,47
KMCB 270053Z AUTO 35009KT 10SM CLR 15/03 A3024 RMK AO2 SLP239 T01500033,33.25,-81.38,,BKN,50,10,0,KBNL,8500,30.171259,7,10,13,VFR,South Carolina,,11,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,124
KEEO 270053Z AUTO 22005KT 10SM CLR 12/M04 A3007 RMK AO2 SLP168 T01221044,33.65,-81.68,,SCT,50,10,0,KAIK,8000,30.221457,5,10,11,VFR,South Carolina,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1930
KECP 270053Z 31012KT 10SM CLR 14/08 A3011 RMK AO2 SLP208 T01390083,32.22,-80.7,,BKN,40,10,20,KHXD,2700,30.171259,8,10,13,MVFR,South Carolina,20,10,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,21
KDXR 270053Z 35007KT 10SM CLR 03/M16 A3034 RMK AO2 SLP276 T00281161,44.47,-103.77,,CLR,0,0,0,KSPF,,29.861221,0,10,10,VFR,South Dakota,,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,139
KDWH 270053Z 04004KT 10SM CLR 21/10 A3022 RMK AO2 SLP232 T02110100,45.45,-98.42,BR,CLR,100,5,0,KABR,,29.970472,1.7,6,3.3,VFR,South Dakota,,5,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,46
KDVT 270053Z 22008KT 10SM CLR 27/M02 A2989 RMK AO2 SLP105 T02721017,44.05,-101.6,,CLR,90,5,0,KPHP,,29.840551,3.9,10,13.3,VFR,South Dakota,,5,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,443
KDUJ 270053Z AUTO 35006KT 10SM CLR 02/M14 A3031 RMK AO2 SLP284 T00171139 $,43.73,-103.62,,CLR,220,5,0,KCUT,,29.929134,-7.2,10,10,VFR,South Dakota,,3,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,554
KDTW 270053Z 14006KT 10SM SCT250 02/M08 A3042 RMK AO2 SLP307 T00171078,44.9,-97.15,BR,CLR,150,10,0,KATY,,30.02067,3.9,6,6.1,VFR,South Dakota,,10,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,195
KDTS 270053Z 36010KT 10SM CLR 14/07 A3015 RMK AO2 SLP207 T01440067,44.38,-100.28,,CLR,140,10,0,KPIR,,29.870079,5,10,8.9,VFR,South Dakota,,11,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,5
KDTO 270053Z 08005KT 10SM CLR 18/07 A3025 RMK AO2 SLP243 T01780067,43.77,-98.02,,CLR,150,10,0,KMHE,,30,6.7,10,12.8,VFR,South Dakota,,11,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,196
KDTN 270053Z 35005KT 10SM CLR 17/06 A3028 RMK AO2 SLP251 T01720061,43.38,-99.85,,CLR,160,10,0,KICR,,29.920275,4.4,10,15.6,VFR,South Dakota,,12,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,53
KDRT 270053Z AUTO 11010KT 10SM BKN060 OVC085 25/14 A3013 RMK AO2 SLP191 T02500139,44.38,-98.23,,CLR,150,10,20,KHON,,29.970472,6.1,10,11.1,VFR,South Dakota,21,12,TRUE,TRUE,,,,,,,,,OVC,8500,,,,,,,,,,,,,,,,,METAR,313
KDRO 270053Z AUTO 35003KT 10SM SCT120 16/M09 A3013 RMK AO2 SLP181 T01611089,36.02,-84.23,,CLR,0,5,0,KOQT,,30.239174,-3.3,10,11.1,VFR,Tennessee,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,2035
KDNL 270053Z AUTO 04012KT 10SM CLR 14/06 A3017 RMK AO2 SLP215 T01390061,35.95,-85.08,,CLR,360,5,0,KCSV,,30.239174,-4.4,10,7.2,VFR,Tennessee,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,130
KMIA 270053Z 18006KT 10SM SCT036 SCT045 BKN060 24/19 A2997 RMK AO2 LTG DSNT N AND NE SLP147 OCNL LTGIC DSNT N-NE CB DSNT N-NE MOV E T02440189,35.6,-88.92,,CLR,360,5,0,KMKL,,30.31004,-4.4,10,8.3,VFR,Tennessee,,7,,TRUE,,,,,,,,,SCT,4500,BKN,6000,,,,,,,,,,,,,,,METAR,3
KMHT 270053Z 35003KT 10SM CLR 02/M18 A3031 RMK AO2 SLP282 T00171178,35.03,-85.2,,FEW,10,5,0,KCHA,4000,30.209646,5,10,12.8,VFR,Tennessee,,7,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,81
KMHE 270053Z AUTO 15011KT 10SM CLR 13/07 A3000 RMK AO2 SLP166 T01280067,35.07,-89.98,,CLR,10,10,0,KMEM,,30.31004,-5.6,10,10,VFR,Tennessee,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,397
KSCH 270053Z 29010G16KT 15SM CLR 01/M14 A3035,36.12,-86.68,,CLR,10,10,0,KBNA,,30.301182,-7.8,10,9.4,VFR,Tennessee,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,115
KSBM 270053Z AUTO 17008KT 10SM CLR 01/M06 A3034 RMK AO2 SLP284 T00061056,32.15,-94.85,,CLR,0,0,0,KRFI,,30.280512,8.2,10,15.6,VFR,Texas,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,232
KHWO 270053Z AUTO VRB04G21KT 1SM +TSRA SCT018 BKN033 OVC080 21/18 A3000 RMK AO2 LTG DSNT NE AND E RAB19 TSB46 SLP158 P0055 T02110183,30.4,-97.57,,CLR,0,0,0,KEDC,,30.250984,9,10,19,VFR,Texas,,0,TRUE,TRUE,,,,,,,,,BKN,3300,OVC,8000,,,,,,,,,0.55,,,,,,METAR,2
KHVR 270053Z AUTO 28015KT 10SM CLR 13/M03 A2980 RMK AO2 PK WND 27026/0031 SLP103 T01331033,32.93,-96.43,,CLR,0,0,0,KF46,,30.280512,8.2,10,16.7,VFR,Texas,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,787
KHVN 270053Z 35007KT 10SM CLR 06/M15 A3033 RMK AO2 SLP269 T00561150,30.87,-96.62,,CLR,0,0,0,KLHB,,30.250984,11.3,10,19.5,VFR,Texas,,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,4
KHUL 270053Z AUTO 30006KT 10SM CLR M04/M17 A3023 RMK AO2 SLP246 T10441172 TSNO,28.97,-95.87,,CLR,0,0,0,KBYY,,30.209646,14,10,18.6,VFR,Texas,,0,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,METAR,150
KHUF 270053Z 02003KT 10SM CLR 03/M04 A3037 RMK AO2 SLP288 T00331039,32.03,-96.4,,CLR,0,0,0,KCRS,,30.268702,8.3,10,17.8,VFR,Texas,,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,179
KMPO 270053Z AUTO 33008KT 10SM CLR M01/M15 A3029 RMK AO2 SLP281 T10111150,30.75,-95.58,,CLR,0,0,0,KUTS,,30.239174,10,10,18.9,VFR,Texas,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,577
KMOD 270053Z 11006KT 10SM SCT120 19/10 A2992 RMK AO2 SLP132 T01890100,29.8,-95.9,HZ,SCT,20,5,0,KTME,4200,30.230314,12,5,18,MVFR,Texas,,5,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,29
KMNN 270053Z AUTO 03009KT 10SM CLR M02/M08 A3039 RMK AO2 SLP306 T10171083 $,30.58,-96.37,,CLR,10,5,0,KCLL,,30.230314,10.6,10,18.9,VFR,Texas,,5,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,301
KMMV 270053Z AUTO 00000KT 10SM CLR 14/02 A2995 RMK AO2 SLP142 T01390022,32.7,-94.95,,CLR,20,5,0,KJXI,,30.280512,6.7,10,16.9,VFR,Texas,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,48
KMMK 270053Z AUTO 33004KT 10SM CLR 03/M14 A3033 RMK AO2 SLP272 T00331139,29.25,-96.15,,CLR,20,5,0,KARM,,30.221457,8.1,10,20.7,VFR,Texas,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,31
KMLU 270053Z 04007KT 10SM CLR 14/05 A3029 RMK AO2 SLP257 T01390050,30.07,-95.55,,CLR,40,5,0,KDWH,,30.221457,10,10,21.1,VFR,Texas,,4,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,29
KMLS 270053Z AUTO 15006KT 10SM CLR 16/01 A2978 RMK AO2 SLP089 T01610006,31.87,-95.22,,CLR,60,5,0,KJSO,,30.280512,8.1,10,16.3,VFR,Texas,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,801
KMLP 270053Z AUTO VRB04KT 10SM CLR M01/M06 A2996 RMK AO2 SLP122 T10061061,30.35,-95.42,,CLR,60,5,0,KCXO,,30.239174,11.1,10,18.3,VFR,Texas,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1837
KMLC 270053Z AUTO 00000KT 10SM FEW070 FEW100 16/06 A3028 RMK AO2 SLP253 T01560056,32.38,-94.72,,CLR,60,5,0,KGGG,,30.259842,6.7,10,16.7,VFR,Texas,,5,TRUE,TRUE,,,,,,,,,FEW,10000,,,,,,,,,,,,,,,,,METAR,232
KMLB 270053Z 01006KT 10SM SCT065 BKN080 21/17 A3001 RMK AO2 SLP160 T02060167,29.52,-95.48,,CLR,70,5,0,KAXH,,30.221457,9.4,10,19.5,VFR,Texas,,4,,TRUE,,,,,,,,,BKN,8000,,,,,,,,,,,,,,,,,METAR,11
KMKO 270053Z AUTO 25004KT 10SM CLR 17/06 A3028 RMK AO2 SLP253 T01670056,29.52,-95.25,,CLR,70,5,0,KLVJ,,30.221457,9.4,10,21.7,VFR,Texas,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,185
KMKL 270053Z AUTO 36007KT 10SM CLR 08/M04 A3031 RMK AO2 SLP266 T00831044,33.25,-97.58,,CLR,80,5,0,KLUD,,30.259842,6.1,7,16.3,VFR,Texas,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,128
KMIW 270053Z AUTO 15009KT 10SM BKN046 OVC060 09/00 A3026 RMK AO2 SLP256 T00890000,33.2,-97.2,,CLR,80,5,0,KDTO,,30.250984,6.7,10,17.8,VFR,Texas,,5,TRUE,TRUE,,,,,,,,,OVC,6000,,,,,,,,,,,,,,,,,METAR,296
KMIE 270053Z 09003KT 10SM CLR 04/M07 A3037 RMK AO2 SLP290 T00391067,28.95,-98.52,,CLR,90,5,0,KPEZ,,30.200787,8.7,10,21.9,VFR,Texas,,4,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,285
KMIC 270053Z 17009G19KT 10SM OVC038 08/02 A3018 RMK AO2 SLP229 T00830017,32.58,-96.72,,CLR,90,5,0,KLNC,,30.268702,8,10,14.6,VFR,Texas,,4,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,265
KHZY 270053Z AUTO 00000KT 10SM CLR M01/M14 A3041 RMK AO2 SLP308 T10111139,30.73,-98.23,,CLR,90,5,0,KBMQ,,30.259842,8.9,10,20,VFR,Texas,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,276
KHYR 270053Z AUTO 18005KT 10SM OVC055 05/M04 A3021 RMK AO2 SLP248 T00501039,29.33,-98.47,,CLR,100,5,0,KSSF,,30.188976,6.7,10,22.8,VFR,Texas,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,370
CYDN 270053Z AUTO 22011KT 9SM SCT014 03/02 A2979 RMK SLP105,32.83,-97.37,,CLR,100,5,0,KFTW,,30.250984,5,10,17.8,VFR,Texas,,7,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECI,305
KIAG 270053Z 24006KT 10SM CLR M02/M11 A3041 RMK AO2 SLP316 T10221106 $,33.6,-97.78,,CLR,110,5,0,K0F2,,30.250984,6.3,10,16.6,VFR,Texas,,3,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,182
KIAH 270053Z 04008KT 10SM FEW250 22/10 A3022 RMK AO2 SLP233 T02170100,30.53,-98.37,,CLR,110,5,0,KDZB,,30.239174,6.8,10,21,VFR,Texas,,3,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,36
KICR 270053Z AUTO 16012KT 10SM CLR 16/04 A2992 RMK AO2 SLP135 T01560044,31.92,-98.6,,CLR,110,5,0,KMKN,,30.239174,8.2,10,18.2,VFR,Texas,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,621
KICT 270053Z 19007KT 10SM FEW150 SCT180 BKN210 13/06 A3022 RMK AO2 SLP237 T01330056,33.85,-98.48,,CLR,140,5,0,KCWC,,30.259842,6.5,10,18,VFR,Texas,,4,,TRUE,,,,,,,,,SCT,18000,BKN,21000,,,,,,,,,,,,,,,METAR,407
KIDA 270053Z 22009KT 10SM CLR 13/M02 A2996 RMK AO2 SLP143 T01331022,29.62,-95.65,,CLR,350,5,0,KSGR,,30.200787,9.4,10,21.1,VFR,Texas,,6,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1453
KILM 270053Z AUTO 04008KT 10SM CLR 08/M02 A3024 RMK AO2 SLP240 T00831017,32.9,-97.02,,FEW,90,5,0,KDFW,30000,30.239174,6.1,10,17.2,VFR,Texas,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,9
KITR 270053Z AUTO 15014KT 10SM CLR 14/08 A3004 RMK AO2 SLP161 T01390078,32.85,-96.85,,FEW,90,5,0,KDAL,25000,30.259842,6.7,10,19.4,VFR,Texas,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1279
KIPL 270053Z AUTO 07007KT 9SM CLR 29/02 A2983 RMK AO2 SLP102 T02890022,25.92,-97.42,,OVC,70,5,0,KBRO,5500,30.200787,20.6,10,21.7,VFR,Texas,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,-17
KINK 270053Z AUTO 14014G25KT 10SM 23/09 A3011 RMK AO2 PK WND 14028/0008 SLP168 T02280094 $,30.18,-97.68,,SCT,40,5,0,KAUS,25000,30.221457,9.4,10,20,VFR,Texas,,7,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,855
KIML 270053Z AUTO 16011KT 10SM CLR 15/05 A3002 RMK AO2 SLP173 T01500050,32.97,-97.32,,SCT,50,5,0,KAFW,30000,30.250984,6.1,10,18.9,VFR,Texas,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,998
KIWI 270053Z AUTO VRB05KT 10SM CLR 00/M17 A3032 RMK AO2 SLP270 T00001167,29.95,-94.03,FU,CLR,360,10,0,KBPT,,30.230314,8.9,10,20,VFR,Texas,,10,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,20
KOVS 270053Z AUTO 18003KT 9SM CLR 07/M08 A3032 RMK AO2 SLP276 T00671078,29.37,-100.92,,BKN,110,10,0,KDRT,6000,30.129921,13.9,10,25,VFR,Texas,,10,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,202
KLKV 270053Z AUTO 23006KT 10SM BKN015 BKN020 BKN030 05/02 A2994 RMK AO2 RAE20 SLP157 P0000 T00500022,29.72,-95.4,,CLR,40,10,0,KMCJ,,30.209646,7,10,22,VFR,Texas,,9,TRUE,TRUE,,,,,,,,,BKN,2000,BKN,3000,,,,,,,,,0.005,,,,,,METAR,1441
KHLC 270053Z AUTO 17008KT 10SM CLR 16/08 A3010 RMK AO2 SLP195 T01610078,32.35,-97.43,,CLR,100,10,0,KCPT,,30.259842,7,10,18,VFR,Texas,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,669
KGFL 270053Z AUTO 36005KT 10SM CLR 01/M16 A3036 RMK AO2 SLP290 T00061161,27.73,-98.02,,CLR,120,10,0,KALI,,30.209646,11.7,10,20,VFR,Texas,,9,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,103
KGAG 270053Z AUTO 16011KT 7SM CLR 16/07 A3018 RMK AO2 SLP216 T01610067,29.95,-100.17,,CLR,150,10,0,KECU,,30.259842,10,10,21,VFR,Texas,,10,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,668
KBVO 270053Z 17004KT 10SM CLR 13/05 A3028 RMK AO2 SLP252 T01330050,34.43,-100.28,,CLR,150,10,0,KCDS,,30.221457,5.6,10,18.3,VFR,Texas,,10,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,210
KPMP 270053Z AUTO 00000KT 7SM VCTS FEW049 SCT060 22/19 A2997 RMK AO2 LTG DSNT E-SW RAE15 TSE03 SLP148 P0000 T02170194,30,-95.37,,FEW,40,10,0,KIAH,25000,30.221457,10,10,21.7,VFR,Texas,,8,TRUE,TRUE,,,,,,,,,SCT,6000,,,,,,,,,,,0.005,,,,,,METAR,6
KPMD 270053Z 27013KT 10SM CLR 19/M02 A2996 RMK AO2 SLP137 T01941022,26.17,-97.33,,FEW,90,10,0,KPIL,1200,30.200787,18.3,8,21.1,VFR,Texas,,10,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,780
KPKD 270053Z AUTO 17007KT 10SM OVC020 03/M01 A3008 RMK AO2 SLP209 T00331011,26.18,-98.25,,SCT,90,10,0,KMFE,1200,30.188976,20,10,21.7,VFR,Texas,,10,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,442
KPKB 270053Z 03004KT 10SM CLR 06/M12 A3037 RMK AO2 SLP290 T00611122,28.45,-99.22,,SCT,140,10,0,KCOT,6000,30.159449,13.3,10,23.9,VFR,Texas,,10,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,262
KPIR 270053Z AUTO 14011KT 10SM CLR 09/05 A2987 RMK AO2 SLP124 T00890050,31.63,-97.07,,SKC,70,10,0,KCNW,,30.250984,9,10,18,VFR,Texas,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,526
KPIL 270053Z AUTO 09010KT 8SM FEW012 BKN100 OVC120 21/18 A3020 RMK AO2 SLP224 T02110183,26.97,-99.25,,SCT,100,10,15,KAPY,5000,30.188976,16.7,10,22.1,VFR,Texas,16,10,TRUE,TRUE,,,,,,,,,BKN,10000,OVC,12000,,,,,,,,,,,,,,,METAR,5
KPIH 270053Z 00000KT 10SM CLR 14/M01 A2996 RMK AO2 SLP142 T01441006,31.95,-102.2,,CLR,120,15,0,KMAF,,30.159449,10.6,10,21.7,VFR,Texas,,17,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1359
KPIE 270053Z 30006KT 10SM CLR 19/16 A3003 RMK AO2 SLP168 T01890156,35.22,-101.72,,CLR,170,15,0,KAMA,,30.171259,7.2,10,16.7,VFR,Texas,,13,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,4
KPHD 270053Z AUTO 00000KT 10SM CLR 02/M07 A3037 RMK AO2 SLP295 T00221072,36.02,-102.55,,CLR,190,15,0,KDHT,,30.129921,6.7,10,17.8,VFR,Texas,,16,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,272
KPGD 270053Z AUTO 30008KT 10SM CLR 22/16 A3003 RMK AO2 SLP169 T02170161,31.78,-103.2,,,140,15,25,KINK,,30.109253,9.4,10,22.8,,Texas,25,14,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,7
